Name,Latitude,Longitude,Province
DOCTOR'S MATERNITY & LYING-IN CLINIC,14.21567,120.97137,CAVITE              
HOLY CHILD LYING-IN CLINIC,14.39834,120.85544,CAVITE              
PERNALA-DELOS SANTOS MATERNITY CLINIC,14.38694,120.88167,CAVITE              
1ST TOUCH LYING-IN CLINIC,14.42972,120.93667,CAVITE              
CC - GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,14.28323,120.86766,CAVITE              
CRUZEL LYING-IN CLINIC,14.42972,120.93667,CAVITE              
PUAH MATERNITY CLINIC BRANCH 1,14.32944,120.93667,CAVITE              
BOLONGON LYING-IN AND MATERNITY CLINIC,14.3238642,121.0272113,CAVITE              
FASCIO-DI-GIOIA LYING-IN AND MATERNITY CLINIC,14.42972,120.93667,CAVITE              
PAMPOSA MATERNITY LYING-IN AND MEDICAL CLINIC,14.32944,120.93667,CAVITE              
MEYCEE MOTHER & CHILD LYING-IN CLINIC,14.2788223,120.7398417,CAVITE              
ELVIRA C. TENDERO LYING-IN CLINIC,14.45903,120.92903,CAVITE              
LORENZO LYING-IN CLINIC,14.45903,120.92903,CAVITE              
MONAMY'S BIRTHING HOME,14.45903,120.92903,CAVITE              
E.M.G. MULTI-SPECIALTY CLINIC,14.3015696,121.0108852,CAVITE              
DOC JO-AN LYING-IN CLINIC,14.2033645,120.8728074,CAVITE              
SMALL ANGELS BIRTHING CLINIC,14.45903,120.92903,CAVITE              
MAMITA'S BIRTHING CLINIC,14.45903,120.92903,CAVITE              
TANZA DOCTORS HOSPITAL INC.,14.39834,120.85544,CAVITE              
CARAMPOT-GEDA LYING-IN CLINIC,14.38694,120.88167,CAVITE              
BIRTHWISE MATERNITY CLINIC,14.32944,120.93667,CAVITE              
SAINT JOSEPH OBSTETRICS & GYNECOLOGY CLINIC,14.3127904,121.0571013,CAVITE              
MAYCARE'S BIRTHING CLINIC,14.38694,120.88167,CAVITE              
ENCITA LYING-IN CLINIC,32.71533,-117.15726,CAVITE              
DIVINEGRACE MATERNITY CLINIC,14.32944,120.93667,CAVITE              
PERNALA-DELOS SANTOS BIRTHING HOME CO.,14.28323,120.86766,CAVITE              
BRISAS SAHUD ULAN LYING-IN CLINIC,14.34243,120.83867,CAVITE              
BLESSED HANDS MATERNITY CLINIC,14.42972,120.93667,CAVITE              
BIRTH AND BEYOND MEDICAL CLINIC,14.45903,120.92903,CAVITE              
VE-LA MATERNITY AND LYING IN CLINIC CO.,14.42972,120.93667,CAVITE              
KL PONIENTE MATERNITY CLINIC,14.3861949,120.9018423,CAVITE              
ALMAIDA-AGUILAR MATERNITY CLINIC,14.21567,120.97137,CAVITE              
HEALTHFORT LYING-IN CLINIC,14.32944,120.93667,CAVITE              
MENDEZ SPECIALISTS MEDICAL CENTER,14.12861,120.90583,CAVITE              
PMSC BIRTHING HOME,14.21567,120.97137,CAVITE              
DOULA BIRTHING CLINIC CO.,14.32944,120.93667,CAVITE              
B-CARE MATERNITY CLINIC,14.42972,120.93667,CAVITE              
PRIMAVERA BIRTHING CENTRE PLUS,14.1357746,120.9533256,CAVITE              
THE BIRTHING PLACE CO.,14.44426,120.90164,CAVITE              
DOCTORS' MATERNITY & LYING-IN CLINIC DASMA BRANCH,14.32944,120.93667,CAVITE              
DOLCE NASCITA LYING-IN AND MATERNITY CLINIC,14.21567,120.97137,CAVITE              
J.C.B. DONES MATERNITY CLINIC - NOVELETA BRANCH,14.42922,120.87989,CAVITE              
FEMMICARE BIRTHING CENTER,14.39834,120.85544,CAVITE              
PAMPOSA LYING-IN AND MATERNITY CLINIC,65.31735,25.3731,CAVITE              
ANDROCIE BAGTAS LYING-IN CLINIC,14.39834,120.85544,CAVITE              
GINTONG ARUGA BIRTHING HOME,51.5,10.5,CAVITE              
BERNARDO MATERNITY CLINIC,14.45903,120.92903,CAVITE              
ST. MARY BIRTHING STATION,14.45903,120.92903,CAVITE              
NAIC HOLY SPIRIT MEDICAL & LYING-IN CLINIC,14.31812,120.76609,CAVITE              
SOUTH SUPER HIGHWAY MEDICAL CENTER - SATELLITE HOSPITAL,14.38694,120.88167,CAVITE              
ST. SEALTIEL MULTISPECIALTY & LYING-IN CLINIC,14.28323,120.86766,CAVITE              
SJC - AMAYA BIRTHING HOME,14.3739058,120.8330882,CAVITE              
LOURDES PACUMIO LYING-IN & FAMILY CARE CLINIC,14.3619185,120.8558721,CAVITE              
BACOOR DISTRICT HOSPITAL,14.2554073,120.8671503,CAVITE              
MOTHER AND CHILD CRADLE OF HEALTH,14.4445808,120.9502895,CAVITE              
