Name,Latitude,Longitude,Province
MARTIN MARASIGAN MEMORIAL HOSPITAL,13.902,121.0521,BATANGAS            
LUNA-LACSAMANA MATERNITY AND LYING INN CLINIC,13.7577412,121.0585854,BATANGAS            
DRA. MELISA R. LIM'S MATERNITY AND LYING-IN,13.7565621,121.0623158,BATANGAS            
GAVE BRIELLE MATERNITY AND LYING IN CLINIC,14.1185189,121.1193538,BATANGAS            
NANCY B. MANILAY BIRTHING HOME,14.06744,121.1530555,BATANGAS            
MEDICAL CENTER WESTERN BATANGAS,13.93714,120.73224,BATANGAS            
BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,13.9454566,120.7536786,BATANGAS            
METRO ROSARIO MEDICAL SPECIALIST CENTER INC.,13.8441528,121.2034772,BATANGAS            
GONZALES MEDICAL AND CHILDREN'S HOSPITAL INC.,14.10127,121.10042,BATANGAS            
BATANGAS HEALTH CARE HOSPITAL (JESUS OF NAZARETH),13.7627017,121.0852971,BATANGAS            
UNTALAN GENERAL HOSPITAL,13.8454352,121.2065142,BATANGAS            
WOMEN'S CARE CLINIC,13.7917,121.0085,BATANGAS            
CSM MATERNITY CLINIC,13.7917,121.0085,BATANGAS            
LAT WOMEN'S CLINIC AND BIRTHING HOME,13.7567,121.0584,BATANGAS            
BABY MAMA BIRTH CENTER,13.7675901,121.0654723,BATANGAS            
TAAL POLYMEDIC HOSPITAL AND MEDICAL CENTER,13.87992,120.92311,BATANGAS            
LIPA DOCTOR'S HOSPITAL,13.9411,121.1631,BATANGAS            
SAN JUAN BIRTHING CLINIC,13.9014891,121.0516182,BATANGAS            
STO. ROSARIO HOSPITAL,13.84544,121.20478,BATANGAS            
BAUAN DOCTORS GENERAL HOSPITAL,13.7917,121.0085,BATANGAS            
DRA. ARACELI D. MENDOZA MEMORIAL MEDICAL CLINIC,13.9411,121.1631,BATANGAS            
"RURAL HEALTH UNIT-ILIJAN,  BATANGAS CITY",13.7567,121.0584,BATANGAS            
AMBULONG HEALTH CENTER (RHU-IV) MAIN HEALTH CENTER,13.7567,121.0584,BATANGAS            
"RURAL HEALTH UNIT VI-PALLOCAN WEST, BATANGAS CITY",13.7540927,121.0674523,BATANGAS            
SAN ISIDRO HEALTH CENTER,13.733626,121.0765364,BATANGAS            
ALANGILAN HEALTH CENTER,13.7823696,121.0694937,BATANGAS            
"RURAL HEALTH UNIT I-STA. RITA KARSADA, BATANGAS CITY",13.7567,121.0584,BATANGAS            
MEDICAL DIVISION CITY HEALTH OFFICE-BATANGAS CITY,13.7597522,121.0576596,BATANGAS            
GIRLIE'S BIRTHING HOME,14.1076956,121.1629349,BATANGAS            
FERNANDO AIR BASE HOSPITAL,13.9411,121.1631,BATANGAS            
METRO SAN JOSE MEDICAL CENTER,13.9160273,121.1138415,BATANGAS            
TANAUAN MEDICAL CENTER,14.084939,121.1514128,BATANGAS            
ST. MARGARETTE MATERNITY AND BIRTHING HOME FACILITY,14.0350426,120.7076771,BATANGAS            
DR. R. ROSALES MEMORIAL MEDICAL HOSPITAL INC.,13.8794977,121.2140073,BATANGAS            
ST. RAPHAEL LYING-IN CLINIC,13.93244,120.81327,BATANGAS            
VHINGHENG MOTHER AND CHILD BIRTHING HOME,14.04472,121.15861,BATANGAS            
RMD MATERNITY CLINIC,13.9411,121.1631,BATANGAS            
MALAKING PULO BIRTHING HOME,14.1376785,121.0882938,BATANGAS            
OSPITAL NG LIPA,13.965904,121.1815752,BATANGAS            
HOLY ANGEL OF GOD LYING-IN CLINIC,14.0821094,120.6245532,BATANGAS            
LEMERY DOCTORS MEDICAL CENTER,13.8767889,120.9153537,BATANGAS            
QUEEN MARY HOSPITAL - BATANGAS,13.8200302,121.133678,BATANGAS            
SAN JUAN DOCTORS' HOSPITAL,13.83028,121.40083,BATANGAS            
SAINT JAMES THE GREATER GENERAL HOSPITAL,13.816682,121.1317875,BATANGAS            
UNITED DOCTORS OF ST. CAMILLUS DE LELLIS HOSPITAL AND MEDICAL CENTER,13.7817601,121.0562282,BATANGAS            
BALETE RURAL HEALTH UNIT,14.0184123,121.0952219,BATANGAS            
BALAYAN MARY IMMACULATE MATERNITY CLINIC INC.,13.93714,120.73224,BATANGAS            
IBAAN MUNICIPAL HEALTH OFFICE,13.8176,121.133,BATANGAS            
TANAUAN CITY HEALTH OFFICE,14.10127,121.10042,BATANGAS            
BIYAYA NG BUHAY LYING IN CLINIC,14.10127,121.10042,BATANGAS            
RHU - I ROSARIO BATANGAS,13.7567,121.0584,BATANGAS            
CUENCA RURAL HEALTH UNIT,13.8997325,121.0495895,BATANGAS            
IJ LUMINOUS MATERNITY AND LYING-IN CLINIC CORP.,14.0722,120.6332,BATANGAS            
MALVAR RURAL HEALTH UNIT,14.04472,121.15861,BATANGAS            
PAGASPAS BIRTHING HOME,14.10127,121.10042,BATANGAS            
SAMBAT BIRTHING HOME,14.0855163,121.1367599,BATANGAS            
CITY OF STO. TOMAS BATANGAS- RURAL HEALTH UNIT,14.1089789,121.1459318,BATANGAS            
JABEZ MEDICAL CENTER,14.0722,120.6332,BATANGAS            
TAYSAN RURAL HEALTH UNIT,13.7985007,121.1898422,BATANGAS            
ST. BERNADETTE MATERNITY CLINIC,14.0722,120.6332,BATANGAS            
ANGELUS BIRTHING HOME,14.0949249,121.0437798,BATANGAS            
"RURAL HEALTH UNIT II - ALUPAY, ROSARIO",13.8444074,121.2964882,BATANGAS            
LIAN LYING-IN AND MEDICAL CLINIC,14.0381,120.6509,BATANGAS            
MATAASNAKAHOY RHU / MATAASNAKAHOY BIRTHING HOME,13.9589,121.1138,BATANGAS            
DIANE'S MATERNITY & LYING IN CLINIC,13.759575,121.057967,BATANGAS            
TAAL BIRTHING HOME,13.8854592,120.9194121,BATANGAS            
VLS ST. MAGDALENE BIRTHING HOME COPR.,13.8825701,120.9171107,BATANGAS            
BATANGAS MEDICAL CENTER,13.7657598,121.0663651,BATANGAS            
MABINI RURAL HEALTH UNIT (BATANGAS),13.748392,120.9406033,BATANGAS            
SAN ROQUE LYING-IN AND BIRTHING HOMES,13.7567,121.0584,BATANGAS            
DR. MARIO D. BEJASA GENERAL HOSPITAL,13.7917,121.0085,BATANGAS            
SAN LUIS RURAL HEALTH UNIT (BATANGAS),13.853873,120.9163673,BATANGAS            
PADRE GARCIA RURAL HEALTH UNIT,13.8792234,121.2105316,BATANGAS            
GOLDEN GATE BATANGAS HOSPITAL INC.,13.7578794,121.0615851,BATANGAS            
MUNICIPAL HEALTH OFFICE OF LIAN,14.0388049,120.6522762,BATANGAS            
OSPITAL NG CALACA,13.9396608,120.804063,BATANGAS            
HOLY SPIRIT MATERNITY AND LYING-INN CLINIC,13.9581352,121.1642185,BATANGAS            
SEMIONA MATERNITY CLINIC CO.,14.0851129,121.1770557,BATANGAS            
ILAGAN-CADALZO LYING-IN CLINIC,13.8259752,121.3864196,BATANGAS            
MARY MEDIATRIX MEDICAL CENTER,13.9411,121.1631,BATANGAS            
"MOTHER OF PERPETUAL HELP BIRTHING HOME (CALACA, BATANGAS)",13.9284799,120.8132342,BATANGAS            
ALIDIO MATERNITY AND LYING-IN CLINIC,13.83028,121.40083,BATANGAS            
BATANGAS HEALTHCARE SPECIALISTS' MEDICAL CENTER,13.7817601,121.0562282,BATANGAS            
METRO LEMERY MEDICAL CENTER,13.8895135,120.9098774,BATANGAS            
SAINT PASCAL DE BAYLON HOSPITAL,13.7945942,121.0256882,BATANGAS            
MOM'S BIRTHING HOME,14.0821306,121.1208236,BATANGAS            
SAINT LIGHT BIRTHING HOME AND MEDICAL CLINIC - CALATAGAN BRANCH,13.8847847,120.6325907,BATANGAS            
"SAN ANTONIO MEDICAL CENTER OF LIPA, INC.",13.9411,121.1631,BATANGAS            
ST. DOROTHY OF CAESAREA LYING-IN CLINIC,13.9411,121.1631,BATANGAS            
CARMEN'S BIRTHING HOME,13.7567,121.0584,BATANGAS            
OURS BIRTHING HOME,14.0899259,121.1740009,BATANGAS            
BALAYAN BIRTHING CLINIC,13.93714,120.73224,BATANGAS            
ALITAGTAG RURAL HEALTH UNIT,13.8635531,120.994731,BATANGAS            
TUY RURAL HEALTH UNIT AND BIRTHING FACILITY,14.0197732,120.7310909,BATANGAS            
SAN PASCUAL SUPER HEALTH CENTER,13.7945942,121.0256882,BATANGAS            
DIVINA PASTORA LYING-IN CLINIC,13.9411,121.1631,BATANGAS            
SAINT GERALD GRANJA BIRTHING HOME,13.9411,121.1631,BATANGAS            
BAUAN RURAL HEALTH UNIT II,13.7917,121.0085,BATANGAS            
SHIFRA MATERNITY CARE AND LYING IN CLINIC,13.8809,120.91389,BATANGAS            
SHIFRA MATERNITY CARE AND LYING IN CLINIC - BRANCH 2,14.0722,120.6332,BATANGAS            
ASSUMPTA MEDICAL HOSPITAL,13.87992,120.92311,BATANGAS            
SALAZAR POLYCLINIC,13.8809,120.91389,BATANGAS            
DR. FRANCISCO L. CALINGASAN MEMORIAL COLLEGES FOUNDATION INC.,14.0722,120.6332,BATANGAS            
GOOD SAMARITAN MATERNITY CLINIC,14.01983,121.09506,BATANGAS            
ST. LOURDES LYING-IN CLINIC,13.7567,121.0584,BATANGAS            
TUY MATERNITY CLINIC,14.0183,120.7296,BATANGAS            
MIDSOUTH LYING-IN AND MATERNITY CLINIC,13.83028,121.40083,BATANGAS            
TENORIO LYING-IN CLINIC,14.0925,121.02194,BATANGAS            
NEWBORN SCREENING CENTER - SOUTHERN LUZON,14.08627,121.14975,BATANGAS            
KLC LYING-IN CLINIC,14.10127,121.10042,BATANGAS            
ENLYN'S BIRTHING HOME,14.0184682,121.0952661,BATANGAS            
FELICIANA MATERNITY CLINIC,13.84544,121.20478,BATANGAS            
ST. BERNARD MATERNITY AND LYING-IN CLINIC,13.9411,121.1631,BATANGAS            
ST. GERARD GENERAL HOSPITAL OF ROSARIO BATANGAS INC.,13.8373929,121.1842984,BATANGAS            
MCMARASIGAN LYING-IN CLINIC,13.85469,120.91653,BATANGAS            
PUAH MATERNITY CLINIC,13.9311562,120.758877,BATANGAS            
MABINI COMMUNITY HOSPITAL,13.75324,120.94049,BATANGAS            
CARING ST. JOSEPH LYING-IN,13.7643901,121.0621895,BATANGAS            
TOREJA MATERNITY CLINIC,13.8234803,121.1425336,BATANGAS            
"OBSTETRICO DE SAN GERARDO, INC.",13.85209,120.94951,BATANGAS            
SAN ANTONIO LIFE CARE HOSPITAL,13.7890826,121.0174779,BATANGAS            
GLOBAL CARE MEDICAL CENTER OF TALISAY INC.,14.0925,121.02194,BATANGAS            
SANTOR LYING IN CLINIC,14.10127,121.10042,BATANGAS            
ENLYN'S BIRTHING HOME - MALVAR,14.04472,121.15861,BATANGAS            
SAINT LIGHT BIRTHING HOME & MEDICAL CLINIC - TUY BRANCH,14.0183,120.7296,BATANGAS            
JRZ MATERNITY CLINIC,14.10127,121.10042,BATANGAS            
BONET'S BIRTHING HOME,14.10127,121.10042,BATANGAS            
GRATEFUL BEGINNINGS MEDICAL CLINIC AND LYING IN STO. TOMAS,13.7567,121.0584,BATANGAS            
SANTO PADRE PIO MATERNITY CLINIC,14.0183,120.7296,BATANGAS            
SHIFRA MATERNITY CLINIC,14.0722,120.6332,BATANGAS            
LIPA MEDIX MEDICAL CENTER,13.9411,121.1631,BATANGAS            
UNITED DOCTORS OF ST. CAMILLUS DE LELLIS HOSPITAL -  MABINI GEN. HOSPITAL,13.7691107,120.9379503,BATANGAS            
MATAAS NA KAHOY COMMUNITY HOSPITAL,13.8791,121.2139,BATANGAS            
OMPH BIRTHING HOME,13.8809,120.91389,BATANGAS            
ZGM LYING-IN CLINIC,13.7567,121.0584,BATANGAS            
L.C. SILVA LYING IN CLINIC,13.8446367,121.297648,BATANGAS            
GRAZIE MADONNA LYING IN CLINIC,13.8792234,121.2105316,BATANGAS            
CC - BATANGAS MEDICAL CENTER,13.7666425,121.0679598,BATANGAS            
THE PARAMOUNT MEDICAL CENTER,13.9411,121.1631,BATANGAS            
SWEETSKY OB.GYN-MATERNITY LYING-IN CLINIC,13.7472865,120.9394442,BATANGAS            
SANTO PADRE PIO MATERNITY CLINIC,14.0183,120.7296,BATANGAS            
METRO LIPA MEDICAL CENTER,13.9411,121.1631,BATANGAS            
ST. GERALD BH BIRTHING HOME,14.0869704,120.6313955,BATANGAS            
HIRAYA WOMEN'S INSTITUTE BIRTHING CENTER,13.8645,121.0041,BATANGAS            
BAUAN RURAL HEALTH UNIT 1 (BIRTHING FACILITY),13.7939587,121.0042391,BATANGAS            
SHIFRA MATERNITY CARE AND LYING-IN CLINIC-BRANCH 3,13.9103965,120.8579472,BATANGAS            
EMMANUEL'S CARING HAND'S BIRTHING CLINIC,14.0722,120.6332,BATANGAS            
SILVA'S MEDICAL CLINIC,14.0834043,121.1518753,BATANGAS            
HOSPITAL DE SAN JUAN BAUTISTA,14.0381,120.6509,BATANGAS            
SAINT VINCENT DE PAUL HOSPITAL,13.7567,121.0584,BATANGAS            
SAN JUAN BIRTHING CLINIC,13.83028,121.40083,BATANGAS            
LIPA CITY HEALTH OFFICE,13.9416478,121.1380734,BATANGAS            
CLARO M RECTO MEMORIAL DISTRICT HOSPITAL,13.9146826,121.0867566,BATANGAS            
CLINICA ANTIPOLO HOSPITAL AND WELLNESS CENTER,13.8746527,120.9709578,BATANGAS            
