Name,Latitude,Longitude,Province
I CARE FOR YOU LYING-IN AND MATERNITY CLINIC,14.55883,121.13285,RIZAL               
JCA LYING IN CLINIC,14.62578,121.12251,RIZAL               
CHE MIDWIFE CLINIC,14.58333,121.16667,RIZAL               
JENITHER CORPORATION,14.6922496,121.1270001,RIZAL               
ANTIPOLO DOCTORS HOSPITAL,14.62578,121.12251,RIZAL               
CCH RURAL HEALTH UNIT BIRTHING HOME,14.7333475,121.1512186,RIZAL               
PROVINCIAL HEALTH OFFICE - RIZAL,14.62578,121.12251,RIZAL               
RURAL HEALTH UNIT - PILILLA,14.4854,121.3062,RIZAL               
TAYTAY EMERGENCY HOSPITAL,14.55883,121.13285,RIZAL               
CAINTA HEALTH OFFICE,14.5786,121.1222,RIZAL               
RURAL HEALTH UNIT - CARDONA,14.48511,121.231054,RIZAL               
"RURAL HEALTH UNIT - BARAS, RIZAL",14.51691,121.2658,RIZAL               
TANAY MUNICIPAL HEALTH CENTER,14.4968,121.2846,RIZAL               
ST. THERESE DE LIMA MEDICAL HOSPITAL,14.5612,121.2195,RIZAL               
A. M. BELTRAN LYING-IN CLINIC,14.55883,121.13285,RIZAL               
MANAHAN-ANGELES LYING-IN CLINIC,14.7092487,121.1322187,RIZAL               
ST. MARGARETH BUEN PARTU MATERNITY CLINIC,14.62578,121.12251,RIZAL               
CLINICA MIRANDA LYING-IN & MATERNITY CLINIC,14.5266,121.1536,RIZAL               
DR. MARIA LOURDES M. GONGORA-FRANCISCO OB-GYN AND MEDICAL CLINIC,14.5769519,121.1182303,RIZAL               
N.T.E. BAHAY PAANAKAN,14.62578,121.12251,RIZAL               
RAFHA-JYRA'S LYING-IN CLINIC,14.76011,121.19993,RIZAL               
VILLON MIDWIFE CLINIC,14.76011,121.19993,RIZAL               
LOVECHILD MATERNITY CLINIC,14.7167371,121.1371387,RIZAL               
ZENY AND BETH MATERNITY CLINIC,14.76011,121.19993,RIZAL               
WELL-FAMILY MIDWIFE CLINIC-RAMOS-VICENCIO-TAYUMAN,14.514167,121.162222,RIZAL               
WELL-FAMILY MIDWIFE CLINIC-RAMOS-VICENCIO-KALAWAAN,14.4852627,121.1871126,RIZAL               
EC GERONIMO MEDICAL CLINIC,14.4634347,121.1944443,RIZAL               
MAMUYACS LYING-IN CLINIC,14.76011,121.19993,RIZAL               
ST. JOSEPH OF NAZARETH HOSPITAL,14.62578,121.12251,RIZAL               
TERESA HEALTH CENTER,14.5612,121.2195,RIZAL               
QUEEN MARY HELP OF CHRISTIANS HOSPITAL,14.48646,121.22752,RIZAL               
ARJENLOVE LYING-IN CLINIC,14.62578,121.12251,RIZAL               
"RURAL HEALTH UNIT-SAMPALOC, TANAY, RIZAL",14.4968,121.2846,RIZAL               
MAHABANG PARANG LYING-IN,14.5477008,121.1901277,RIZAL               
OUR LADY OF GRACE OB-GYNE CLINIC AND LYING-IN,14.55883,121.13285,RIZAL               
M. SAN LUIS MULTISPECIALTY AND MATERNITY CLINIC,14.55883,121.13285,RIZAL               
SBI MEDICAL AND ANIMAL BITE CENTER AND VACCINATION CLINIC,14.62578,121.12251,RIZAL               
ROWENA IBARROLA CONCEPCION LYING-IN CLINIC,14.6982,121.1236,RIZAL               
JAJA LYING-IN CLINIC,14.55883,121.13285,RIZAL               
ST. CHRISTIANA MATERNITY CLINIC AND LYING-IN,14.6,121.0333,RIZAL               
MAMBUGAN HEALTH CENTER (BEMONC),14.62578,121.12251,RIZAL               
FATIMA HEALTH CENTER,14.62578,121.12251,RIZAL               
BLESSED HOME OF MOTHER AND CHILD MATERNITY CLINIC,14.7326566,121.1333363,RIZAL               
CLINICA ITALIA MATERNITY LYING-IN,14.55883,121.13285,RIZAL               
J CABOTE BIRTHING HOME,46.07556,127.3984,RIZAL               
CAMACHO BIRTHING HOME AND FAMILY PLANNING CLINIC - BRANCH 2,14.62578,121.12251,RIZAL               
YOUNG ANGELS MIDWIFE CLINIC,26.66667,87.5,RIZAL               
SUNICO MEDICAL AND MATERNITY CLINIC,14.62578,121.12251,RIZAL               
YNARES MUNICIPAL HOSPITAL,14.58333,121.16667,RIZAL               
CLINICA ANTIPOLO HOSPITAL AND WELNESS CENTER INC.,14.62578,121.12251,RIZAL               
ONTING MEDKONSULTA MATERNITY CLINIC,14.55883,121.13285,RIZAL               
ANTIPOLO CENTRO DE MEDIKAL HOSPITAL INC.,14.62578,121.12251,RIZAL               
MIDWIVE'S CARE MATERNITY CLINIC,14.76011,121.19993,RIZAL               
GOD'S GRACE MATERNITY/LYING-IN CLINIC,14.7327066,121.1638416,RIZAL               
THE GOD'S PLAN MIDWIFERY SERVICES,-34.47145,-58.50776,RIZAL               
VILLA SAN MATEO MATERNITY AND LYING-IN CLINIC,14.6853831,121.1327123,RIZAL               
S.A.M. LYING-IN CLINIC,14.6982,121.1236,RIZAL               
LIA-ANNE MATERNITY CLINIC,14.55883,121.13285,RIZAL               
SHIPHRAH BAHAY PAANAKAN,14.55883,121.13285,RIZAL               
ANGEL'S PORT LYING-IN AND MATERNITY CLINIC,14.62578,121.12251,RIZAL               
JHEL LYING IN AND MATERNITY CLINIC,14.5357304,121.1107058,RIZAL               
"CHILDREN'S MISSION PHILIPPINES, HILLS OF GRACE FOUNDATION",37.33939,-121.89496,RIZAL               
EMING LYING-IN AND MEDICAL CLINIC,14.62578,121.12251,RIZAL               
RIZAL PROVINCIAL HOSPITAL,14.5125248,121.2388825,RIZAL               
GEMROSE LYING-IN CLINIC,14.4995165,121.1833027,RIZAL               
PAG-ASA HOSPITAL,14.4646,121.1929,RIZAL               
TRES HERMANAS LYING-IN AND MEDICAL CLINIC,14.62578,121.12251,RIZAL               
ROLLUQUI MATERNITY CLINIC,14.62578,121.12251,RIZAL               
TENDER LOVE AND CARE BIRTHING CLINIC,14.5277071,121.148974,RIZAL               
CLINICA DE STA. CLARA MULTISPECIALTY AND LYING IN CLINIC,14.5786,121.1222,RIZAL               
SAPPHIRE'S MATERNITY CLINIC,14.62578,121.12251,RIZAL               
CARLOS MEDICAL & MATERNITY HOSPITAL,14.4792603,121.2236265,RIZAL               
RAFHA BIRTHING HOME CLINIC,14.76011,121.19993,RIZAL               
GOD'S BLESSING MEDICAL AND MULTISPECIALTY CLINIC,14.55883,121.13285,RIZAL               
TRIPLE J MATERNITY CLINIC,14.7321155,121.1451625,RIZAL               
"MUNICIPAL HEALTH OFFICE - ANGONO, RIZAL",14.5263457,121.15294,RIZAL               
METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE,14.5765307,121.1165055,RIZAL               
SOFIA MATERNITY CLINIC,14.76011,121.19993,RIZAL               
MOTHERS TOUCH MIDWIFE CLINIC,14.5786,121.1222,RIZAL               
CASIMIRO A. YNARES SR. MEMORIAL HOSPITAL,14.76011,121.19993,RIZAL               
RIZAL PROVINCIAL HOSPITAL SYSTEM - PILILLA ANNEX,14.4886237,121.3057439,RIZAL               
CARI HEALTHCARE MULTISPECIALTY CLINIC AND LYING-IN,14.5786,121.1222,RIZAL               
GULOD RHU-IV 24HRS. PAANAKAN,14.4646,121.1929,RIZAL               
DON MARIANO LYING-IN HEALTH CENTER,14.5786,121.1222,RIZAL               
SHIPHRAH BAHAY PAANAKAN,14.55883,121.13285,RIZAL               
RAMOS-VICENCIO WFMC,14.4646,121.1929,RIZAL               
BLESSINGS OF GOD MATERNITY LYING-IN CLINIC,14.5356156,121.1076636,RIZAL               
PADRE PIO MATERNITY AND MEDICAL HOSPITAL INC.,14.6982,121.1236,RIZAL               
BLESSED HEART BIRTHING CLINIC,14.5613694,121.1342993,RIZAL               
CORNEL MEDICAL CENTER,14.62578,121.12251,RIZAL               
BINANGONAN LAKEVIEW HOSPITAL,14.4646,121.1929,RIZAL               
QUEEN DIAMOND MATERNITY CLINIC AND HEALTH CENTER,14.5612,121.2195,RIZAL               
MONTAÑO MATERNITY AND LYING-IN CLINIC,33.83529,-117.9145,RIZAL               
AILEEN D. FLAVIANO MATERNITY CLINIC LYING-IN,14.55883,121.13285,RIZAL               
A.M. BELTRAN LYING-IN CLINIC,14.538693,121.1123442,RIZAL               
RAFHA-JYRA'S LYING IN CLINIC - BRANCH 2,14.76011,121.19993,RIZAL               
RAFHA-JYRA'S LYING IN CLINIC - BRANCH 3,14.76011,121.19993,RIZAL               
REHOBOTH CLINIC,14.5374693,121.3599313,RIZAL               
MIDWIFE FE LYING IN AND FAMILY PLANNING CLINIC,14.62578,121.12251,RIZAL               
CARI HEALTHCARE MULTISPECIALTY CLINIC AND LYING-IN,14.5786,121.1222,RIZAL               
NANCY ROSALES MATERNITY CLINIC,14.62578,121.12251,RIZAL               
LADY MANAOAG LYING-IN,14.4669723,121.1920018,RIZAL               
DR. VICTOR R. POTENCIANO MEDICAL CENTER,14.5818263,121.053633,RIZAL               
TAYUMAN LYING-IN CENTER,14.4646,121.1929,RIZAL               
RTA DIAGNOSTIC AND LYING-IN CLINIC,14.4646,121.1929,RIZAL               
SAN VICENTE DE TERESA BIRTHING HOME,14.5686887,121.20911,RIZAL               
RAFHA BIRTHING HOME CLINIC,14.76011,121.19993,RIZAL               
RAA LYING-IN CLINIC,14.4646,121.1929,RIZAL               
RIZAL PROVINCIAL HOSPITAL SYSTEM - ANTIPOLO ANNEX II,14.62578,121.12251,RIZAL               
SHALOM CHRISTIAN BAHAY PAANAKAN INC,14.62578,121.12251,RIZAL               
"METRO ANTIPOLO HOSPITAL AND MEDICAL CENTER, INC.",14.62578,121.12251,RIZAL               
ANTAZO MULTISPECIALTY CLINIC,14.4646,121.1929,RIZAL               
TAYTAY MATERNITY AND CHILD CARE CENTER,14.55883,121.13285,RIZAL               
ARAGO-CEQUENA'S LYING IN CLINIC,14.476035,121.2059457,RIZAL               
2MJ LYING-IN CLINIC,14.76011,121.19993,RIZAL               
SBI LYING IN AND WELLNESS CENTER,14.62578,121.12251,RIZAL               
TAGBAC BUHANGIN RHU,14.62578,121.12251,RIZAL               
BRGY. SAN LUIS RHU,14.62578,121.12251,RIZAL               
PEÑAFRANCIA CUPANG RHU,14.62578,121.12251,RIZAL               
ANTIPOLO CITY HOSPITAL SYSTEM - CABADING,14.62578,121.12251,RIZAL               
RIZAL PROVINCIAL HOSPITAL SYSTEM - BINANGONAN ANNEX,14.4894917,121.1849104,RIZAL               
"ANGONO MEDICS HOSPITAL, INC.",14.5306081,121.1501061,RIZAL               
EASTWOOD MEDICAL AND MATERNITY CLINIC,14.76011,121.19993,RIZAL               
PAGHUBASAN BIRTHING HOME,14.62578,121.12251,RIZAL               
BUIZA-DE VERA LYING-IN CLINIC,16.33276,-96.59562,RIZAL               
BLESSED HOME OF MOTHER AND CHILD MATERNITY CLINIC - BRANCH 2,14.7326566,121.1333363,RIZAL               
DOKTORA ANDRES LYING-IN MATERNITY AND MEDICAL,14.62578,121.12251,RIZAL               
BABELYN AND JOSHUA LYING-IN CLINIC,14.55883,121.13285,RIZAL               
FATIMA UNIVERSITY MEDICAL CENTER - ANTIPOLO CITY,14.62578,121.12251,RIZAL               
RNR MEDICAL CLINIC AND LABORATORY FACILITY,14.62578,121.12251,RIZAL               
SAN ISIDRO HEALTH CENTER (RHU IV),14.5778133,121.1352622,RIZAL               
SITIO TAPAYAN (ARENDA RHU V-B),14.5422742,121.1088687,RIZAL               
DEL ROSARIO BIRTHING HOME CLINIC,14.5727446,121.1235926,RIZAL               
"SANTANA MATERNITY AND CHILDREN'S HOSPITAL, INC.",14.62578,121.12251,RIZAL               
H VILL HOSPITAL,14.76011,121.19993,RIZAL               
"ST. BERNARD INFIRMARY AND MULTI-SPECIALTY CLINIC, INC.",14.4646,121.1929,RIZAL               
TANAY GENERAL HOSPITAL INC.,14.4968,121.2846,RIZAL               
LAKESHORE LYING IN CLINIC,14.48646,121.22752,RIZAL               
BINANGONAN MUNICIPAL COMMUNITY HEALTH CENTER,14.46312,121.1905439,RIZAL               
NSD-CHARM MATERNITY CLINIC,14.4968,121.2846,RIZAL               
NATIVITY LOU-FEL BIRTHING CLINIC,14.69669,121.12595,RIZAL               
CAINTA MUNICIPAL HOSPITAL MATERNAL & CHILD HEALTH HUB,14.5786,121.1222,RIZAL               
ASSUMPTION SPECIALTY HOSPITAL AND MEDICAL CENTER INC.,14.62578,121.12251,RIZAL               
RAFHA GLORIOUS CARE LYING IN CLINIC,14.76011,121.19993,RIZAL               
RUBY LAGRADA GARCIA BIRTHING HOME CLINIC,14.6982,121.1236,RIZAL               
ANTIPOLO CITY HOSPITAL SYSTEM IV - MAMBUGAN,14.62578,121.12251,RIZAL               
SAN MATEO DOCTORS HOSPITAL,14.6982,121.1236,RIZAL               
"ORTIGAS HOSPITAL AND HEALTHCARE CENTER, INC.",14.5786,121.1222,RIZAL               
BIRTHRIGHT INC.,14.62578,121.12251,RIZAL               
EVELYN MATERNITY AND LYING IN CLINIC,14.55883,121.13285,RIZAL               
NEW LIFE MATERNITY AND LYING-IN CLINIC INC.,14.76011,121.19993,RIZAL               
RM-RN MATERNITY AND MEDICAL CLINIC,14.51691,121.2658,RIZAL               
REBECCA-MARGARETHE BIRTHING CLINIC,14.76011,121.19993,RIZAL               
DIANA DIVINE LYING-IN & MATERNITY CLINIC CO.,14.4854,121.3062,RIZAL               
GUITNANG BAYAN MATERNITY CLINIC,46.07556,127.3984,RIZAL               
NATY-KRIS LYING-IN CLINIC,37.56299,-122.32553,RIZAL               
"SAN MATEO MEDICAL CENTER, INC.",14.6982,121.1236,RIZAL               
E.A. BELTRAN MATERNITY CLINIC,14.5786,121.1222,RIZAL               
RAFHA GLORIOUS CARE LYING-IN CLINIC,14.76011,121.19993,RIZAL               
MY LITTLE LOVE MATERNITY CLINIC,37.56299,-122.32553,RIZAL               
RGR DIAGNOSTIC CENTER,14.76011,121.19993,RIZAL               
EAST VILLAGE LYING-IN MATERNITY CLINIC,14.5786,121.1222,RIZAL               
LERICH LYING IN CLINIC,14.62578,121.12251,RIZAL               
ST. BERNADETTE MATERNITY AND MEDICAL CLINIC,14.58333,121.16667,RIZAL               
MIDWIFE FE LYING-IN AND FAMILY PLANNING CLINIC - BRANCH 2,14.62578,121.12251,RIZAL               
THE BIRTH MD BIRTHING CENTER - ANTIPOLO,36.21067,-5.38415,RIZAL               
PILAR MEDICAL & MATERNITY CLINIC,14.5266,121.1536,RIZAL               
VRV MATERNITY AND MEDICAL CLINIC,14.4785923,121.1880796,RIZAL               
SOLOSON MEDICAL CLINIC,14.76011,121.19993,RIZAL               
LEA GENIBLAZO BIRTHING CLINIC,14.5786,121.1222,RIZAL               
ARMPAC LYING-IN AND MEDICAL CLINIC,14.6982,121.1236,RIZAL               
"ST. JOHN CALABRIA FOUNDATION, INC.",14.55883,121.13285,RIZAL               
TLVIOVICENTE MATERNITY LYING IN AND MEDICAL CLINIC,14.5380836,121.1076268,RIZAL               
ANGEL'S MATERNITY CLINIC,14.5694426,121.1352838,RIZAL               
RIZAL PROVINCIAL HOSPITAL SYSTEM - TAYTAY,14.55883,121.13285,RIZAL               
LITTLE CHILD MATERNITY CLINIC,14.55883,121.13285,RIZAL               
THE MEDICAL CITY - MARIKINA,52.44889,9.74,RIZAL               
THE MEDICAL CITY - PASIG,14.58691,121.0614,RIZAL               
THE MEDICAL CITY - CAINTA,14.5786,121.1222,RIZAL               
THE MEDICAL CITY - ANTIPOLO CITY,14.62578,121.12251,RIZAL               
RM-EJ MATERNITY CLINIC,14.76011,121.19993,RIZAL               
ESPERANZA FP AND BIRTHING HOME,14.55883,121.13285,RIZAL               
MYBIRTHPLACE ST LOUISSE BIRTHING CENTER,14.6982,121.1236,RIZAL               
HOPE ALIVE HEALTHCARE ASSOCIATION INC.,14.6,121.0333,RIZAL               
QUEEN DIAMOND MATERNITY CLINIC AND HEALTH CENTER,14.4854,121.3062,RIZAL               
BIRTHRIGHT INC. - CAINTA BRANCH,14.5786,121.1222,RIZAL               
KJB MATERNITY CLINIC,14.55883,121.13285,RIZAL               
ST. MAGDALENE MEDICAL CLINIC AND LABORATORY,14.4854,121.3062,RIZAL               
ARNAIZ HOSPITAL,14.5996444,121.1079746,RIZAL               
ST. CLARE LYING IN CLINIC,14.4646,121.1929,RIZAL               
UNITED ANTIPOLO SPECIALIST HOSPITAL AND MEDICAL CENTER,14.62578,121.12251,RIZAL               
JOSEPHIA BIRTHING CLINIC,14.76011,121.19993,RIZAL               
BETONIO-BACUÑATA MEDICAL CLINIC-MACABUD BRANCH,14.808481,121.1521385,RIZAL               
DOC. K LYING-IN CLINIC,14.7313615,121.1348981,RIZAL               
BIRTHSCAPE INC.,14.62578,121.12251,RIZAL               
ANGEL'S MATERNITY CLINIC BRANCH 2,55.95,8.5,RIZAL               
ST. THERESE BIRTHING HOME,14.69669,121.12595,RIZAL               
NEPO CHILDREN'S CLINIC,14.6350995,121.108707,RIZAL               
CITY HEALTH OFFICE - ANTIPOLO CITY,14.62578,121.12251,RIZAL               
GARBE MATERNITY CLINIC,36.21067,-5.38415,RIZAL               
BLESSED TRINITY MATERNITY AND MEDICAL HOSPITAL,14.62578,121.12251,RIZAL               
SAN ISIDRO HOSPITAL INC.,14.5245587,121.1526955,RIZAL               
TAYTAY DOCTORS MULTISPECIALTY HOSPITAL INC,14.65,121.25,RIZAL               
JALA JALA RHU,14.65,121.25,RIZAL               
