Name,Latitude,Longitude,Province
MARTIN MARASIGAN MEMORIAL HOSPITAL,13.902,121.0521,BATANGAS            
LUNA-LACSAMANA MATERNITY AND LYING INN CLINIC,13.7577412,121.0585854,BATANGAS            
DRA. MELISA R. LIM'S MATERNITY AND LYING-IN,13.7565621,121.0623158,BATANGAS            
GAVE BRIELLE MATERNITY AND LYING IN CLINIC,14.1185189,121.1193538,BATANGAS            
NANCY B. MANILAY BIRTHING HOME,14.06744,121.1530555,BATANGAS            
MEDICAL CENTER WESTERN BATANGAS,13.93714,120.73224,BATANGAS            
BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,13.9454566,120.7536786,BATANGAS            
METRO ROSARIO MEDICAL SPECIALIST CENTER INC.,13.8441528,121.2034772,BATANGAS            
GONZALES MEDICAL AND CHILDREN'S HOSPITAL INC.,14.10127,121.10042,BATANGAS            
BATANGAS HEALTH CARE HOSPITAL (JESUS OF NAZARETH),13.7627017,121.0852971,BATANGAS            
UNTALAN GENERAL HOSPITAL,13.8454352,121.2065142,BATANGAS            
WOMEN'S CARE CLINIC,13.7917,121.0085,BATANGAS            
CSM MATERNITY CLINIC,13.7917,121.0085,BATANGAS            
LAT WOMEN'S CLINIC AND BIRTHING HOME,13.7567,121.0584,BATANGAS            
BABY MAMA BIRTH CENTER,13.7675901,121.0654723,BATANGAS            
TAAL POLYMEDIC HOSPITAL AND MEDICAL CENTER,13.87992,120.92311,BATANGAS            
LIPA DOCTOR'S HOSPITAL,13.9411,121.1631,BATANGAS            
SAN JUAN BIRTHING CLINIC,13.9014891,121.0516182,BATANGAS            
STO. ROSARIO HOSPITAL,13.84544,121.20478,BATANGAS            
BAUAN DOCTORS GENERAL HOSPITAL,13.7917,121.0085,BATANGAS            
DRA. ARACELI D. MENDOZA MEMORIAL MEDICAL CLINIC,13.9411,121.1631,BATANGAS            
"RURAL HEALTH UNIT-ILIJAN,  BATANGAS CITY",13.7567,121.0584,BATANGAS            
AMBULONG HEALTH CENTER (RHU-IV) MAIN HEALTH CENTER,13.7567,121.0584,BATANGAS            
"RURAL HEALTH UNIT VI-PALLOCAN WEST, BATANGAS CITY",13.7540927,121.0674523,BATANGAS            
SAN ISIDRO HEALTH CENTER,13.733626,121.0765364,BATANGAS            
ALANGILAN HEALTH CENTER,13.7823696,121.0694937,BATANGAS            
"RURAL HEALTH UNIT I-STA. RITA KARSADA, BATANGAS CITY",13.7567,121.0584,BATANGAS            
MEDICAL DIVISION CITY HEALTH OFFICE-BATANGAS CITY,13.7597522,121.0576596,BATANGAS            
GIRLIE'S BIRTHING HOME,14.1076956,121.1629349,BATANGAS            
FERNANDO AIR BASE HOSPITAL,13.9411,121.1631,BATANGAS            
METRO SAN JOSE MEDICAL CENTER,13.9160273,121.1138415,BATANGAS            
TANAUAN MEDICAL CENTER,14.084939,121.1514128,BATANGAS            
ST. MARGARETTE MATERNITY AND BIRTHING HOME FACILITY,14.0350426,120.7076771,BATANGAS            
DR. R. ROSALES MEMORIAL MEDICAL HOSPITAL INC.,13.8794977,121.2140073,BATANGAS            
ST. RAPHAEL LYING-IN CLINIC,13.93244,120.81327,BATANGAS            
VHINGHENG MOTHER AND CHILD BIRTHING HOME,14.04472,121.15861,BATANGAS            
RMD MATERNITY CLINIC,13.9411,121.1631,BATANGAS            
MALAKING PULO BIRTHING HOME,14.1376785,121.0882938,BATANGAS            
OSPITAL NG LIPA,13.965904,121.1815752,BATANGAS            
HOLY ANGEL OF GOD LYING-IN CLINIC,14.0821094,120.6245532,BATANGAS            
LEMERY DOCTORS MEDICAL CENTER,13.8767889,120.9153537,BATANGAS            
QUEEN MARY HOSPITAL - BATANGAS,13.8200302,121.133678,BATANGAS            
SAN JUAN DOCTORS' HOSPITAL,13.83028,121.40083,BATANGAS            
SAINT JAMES THE GREATER GENERAL HOSPITAL,13.816682,121.1317875,BATANGAS            
UNITED DOCTORS OF ST. CAMILLUS DE LELLIS HOSPITAL AND MEDICAL CENTER,13.7817601,121.0562282,BATANGAS            
BALETE RURAL HEALTH UNIT,14.0184123,121.0952219,BATANGAS            
BALAYAN MARY IMMACULATE MATERNITY CLINIC INC.,13.93714,120.73224,BATANGAS            
IBAAN MUNICIPAL HEALTH OFFICE,13.8176,121.133,BATANGAS            
TANAUAN CITY HEALTH OFFICE,14.10127,121.10042,BATANGAS            
BIYAYA NG BUHAY LYING IN CLINIC,14.10127,121.10042,BATANGAS            
RHU - I ROSARIO BATANGAS,13.7567,121.0584,BATANGAS            
CUENCA RURAL HEALTH UNIT,13.8997325,121.0495895,BATANGAS            
IJ LUMINOUS MATERNITY AND LYING-IN CLINIC CORP.,14.0722,120.6332,BATANGAS            
MALVAR RURAL HEALTH UNIT,14.04472,121.15861,BATANGAS            
PAGASPAS BIRTHING HOME,14.10127,121.10042,BATANGAS            
SAMBAT BIRTHING HOME,14.0855163,121.1367599,BATANGAS            
CITY OF STO. TOMAS BATANGAS- RURAL HEALTH UNIT,14.1089789,121.1459318,BATANGAS            
JABEZ MEDICAL CENTER,14.0722,120.6332,BATANGAS            
TAYSAN RURAL HEALTH UNIT,13.7985007,121.1898422,BATANGAS            
ST. BERNADETTE MATERNITY CLINIC,14.0722,120.6332,BATANGAS            
ANGELUS BIRTHING HOME,14.0949249,121.0437798,BATANGAS            
"RURAL HEALTH UNIT II - ALUPAY, ROSARIO",13.8444074,121.2964882,BATANGAS            
LIAN LYING-IN AND MEDICAL CLINIC,14.0381,120.6509,BATANGAS            
MATAASNAKAHOY RHU / MATAASNAKAHOY BIRTHING HOME,13.9589,121.1138,BATANGAS            
DIANE'S MATERNITY & LYING IN CLINIC,13.759575,121.057967,BATANGAS            
TAAL BIRTHING HOME,13.8854592,120.9194121,BATANGAS            
VLS ST. MAGDALENE BIRTHING HOME COPR.,13.8825701,120.9171107,BATANGAS            
BATANGAS MEDICAL CENTER,13.7657598,121.0663651,BATANGAS            
MABINI RURAL HEALTH UNIT (BATANGAS),13.748392,120.9406033,BATANGAS            
SAN ROQUE LYING-IN AND BIRTHING HOMES,13.7567,121.0584,BATANGAS            
DR. MARIO D. BEJASA GENERAL HOSPITAL,13.7917,121.0085,BATANGAS            
SAN LUIS RURAL HEALTH UNIT (BATANGAS),13.853873,120.9163673,BATANGAS            
PADRE GARCIA RURAL HEALTH UNIT,13.8792234,121.2105316,BATANGAS            
GOLDEN GATE BATANGAS HOSPITAL INC.,13.7578794,121.0615851,BATANGAS            
MUNICIPAL HEALTH OFFICE OF LIAN,14.0388049,120.6522762,BATANGAS            
OSPITAL NG CALACA,13.9396608,120.804063,BATANGAS            
HOLY SPIRIT MATERNITY AND LYING-INN CLINIC,13.9581352,121.1642185,BATANGAS            
SEMIONA MATERNITY CLINIC CO.,14.0851129,121.1770557,BATANGAS            
ILAGAN-CADALZO LYING-IN CLINIC,13.8259752,121.3864196,BATANGAS            
MARY MEDIATRIX MEDICAL CENTER,13.9411,121.1631,BATANGAS            
"MOTHER OF PERPETUAL HELP BIRTHING HOME (CALACA, BATANGAS)",13.9284799,120.8132342,BATANGAS            
ALIDIO MATERNITY AND LYING-IN CLINIC,13.83028,121.40083,BATANGAS            
BATANGAS HEALTHCARE SPECIALISTS' MEDICAL CENTER,13.7817601,121.0562282,BATANGAS            
METRO LEMERY MEDICAL CENTER,13.8895135,120.9098774,BATANGAS            
SAINT PASCAL DE BAYLON HOSPITAL,13.7945942,121.0256882,BATANGAS            
MOM'S BIRTHING HOME,14.0821306,121.1208236,BATANGAS            
SAINT LIGHT BIRTHING HOME AND MEDICAL CLINIC - CALATAGAN BRANCH,13.8847847,120.6325907,BATANGAS            
"SAN ANTONIO MEDICAL CENTER OF LIPA, INC.",13.9411,121.1631,BATANGAS            
ST. DOROTHY OF CAESAREA LYING-IN CLINIC,13.9411,121.1631,BATANGAS            
CARMEN'S BIRTHING HOME,13.7567,121.0584,BATANGAS            
OURS BIRTHING HOME,14.0899259,121.1740009,BATANGAS            
BALAYAN BIRTHING CLINIC,13.93714,120.73224,BATANGAS            
ALITAGTAG RURAL HEALTH UNIT,13.8635531,120.994731,BATANGAS            
TUY RURAL HEALTH UNIT AND BIRTHING FACILITY,14.0197732,120.7310909,BATANGAS            
SAN PASCUAL SUPER HEALTH CENTER,13.7945942,121.0256882,BATANGAS            
DIVINA PASTORA LYING-IN CLINIC,13.9411,121.1631,BATANGAS            
SAINT GERALD GRANJA BIRTHING HOME,13.9411,121.1631,BATANGAS            
BAUAN RURAL HEALTH UNIT II,13.7917,121.0085,BATANGAS            
SHIFRA MATERNITY CARE AND LYING IN CLINIC,13.8809,120.91389,BATANGAS            
SHIFRA MATERNITY CARE AND LYING IN CLINIC - BRANCH 2,14.0722,120.6332,BATANGAS            
ASSUMPTA MEDICAL HOSPITAL,13.87992,120.92311,BATANGAS            
SALAZAR POLYCLINIC,13.8809,120.91389,BATANGAS            
DR. FRANCISCO L. CALINGASAN MEMORIAL COLLEGES FOUNDATION INC.,14.0722,120.6332,BATANGAS            
GOOD SAMARITAN MATERNITY CLINIC,14.01983,121.09506,BATANGAS            
ST. LOURDES LYING-IN CLINIC,13.7567,121.0584,BATANGAS            
TUY MATERNITY CLINIC,14.0183,120.7296,BATANGAS            
MIDSOUTH LYING-IN AND MATERNITY CLINIC,13.83028,121.40083,BATANGAS            
TENORIO LYING-IN CLINIC,14.0925,121.02194,BATANGAS            
NEWBORN SCREENING CENTER - SOUTHERN LUZON,14.08627,121.14975,BATANGAS            
KLC LYING-IN CLINIC,14.10127,121.10042,BATANGAS            
ENLYN'S BIRTHING HOME,14.0184682,121.0952661,BATANGAS            
FELICIANA MATERNITY CLINIC,13.84544,121.20478,BATANGAS            
ST. BERNARD MATERNITY AND LYING-IN CLINIC,13.9411,121.1631,BATANGAS            
ST. GERARD GENERAL HOSPITAL OF ROSARIO BATANGAS INC.,13.8373929,121.1842984,BATANGAS            
MCMARASIGAN LYING-IN CLINIC,13.85469,120.91653,BATANGAS            
PUAH MATERNITY CLINIC,13.9311562,120.758877,BATANGAS            
MABINI COMMUNITY HOSPITAL,13.75324,120.94049,BATANGAS            
CARING ST. JOSEPH LYING-IN,13.7643901,121.0621895,BATANGAS            
TOREJA MATERNITY CLINIC,13.8234803,121.1425336,BATANGAS            
"OBSTETRICO DE SAN GERARDO, INC.",13.85209,120.94951,BATANGAS            
SAN ANTONIO LIFE CARE HOSPITAL,13.7890826,121.0174779,BATANGAS            
GLOBAL CARE MEDICAL CENTER OF TALISAY INC.,14.0925,121.02194,BATANGAS            
SANTOR LYING IN CLINIC,14.10127,121.10042,BATANGAS            
ENLYN'S BIRTHING HOME - MALVAR,14.04472,121.15861,BATANGAS            
SAINT LIGHT BIRTHING HOME & MEDICAL CLINIC - TUY BRANCH,14.0183,120.7296,BATANGAS            
JRZ MATERNITY CLINIC,14.10127,121.10042,BATANGAS            
BONET'S BIRTHING HOME,14.10127,121.10042,BATANGAS            
GRATEFUL BEGINNINGS MEDICAL CLINIC AND LYING IN STO. TOMAS,13.7567,121.0584,BATANGAS            
SANTO PADRE PIO MATERNITY CLINIC,14.0183,120.7296,BATANGAS            
SHIFRA MATERNITY CLINIC,14.0722,120.6332,BATANGAS            
LIPA MEDIX MEDICAL CENTER,13.9411,121.1631,BATANGAS            
UNITED DOCTORS OF ST. CAMILLUS DE LELLIS HOSPITAL -  MABINI GEN. HOSPITAL,13.7691107,120.9379503,BATANGAS            
MATAAS NA KAHOY COMMUNITY HOSPITAL,13.8791,121.2139,BATANGAS            
OMPH BIRTHING HOME,13.8809,120.91389,BATANGAS            
ZGM LYING-IN CLINIC,13.7567,121.0584,BATANGAS            
L.C. SILVA LYING IN CLINIC,13.8446367,121.297648,BATANGAS            
GRAZIE MADONNA LYING IN CLINIC,13.8792234,121.2105316,BATANGAS            
CC - BATANGAS MEDICAL CENTER,13.7666425,121.0679598,BATANGAS            
THE PARAMOUNT MEDICAL CENTER,13.9411,121.1631,BATANGAS            
SWEETSKY OB.GYN-MATERNITY LYING-IN CLINIC,13.7472865,120.9394442,BATANGAS            
SANTO PADRE PIO MATERNITY CLINIC,14.0183,120.7296,BATANGAS            
METRO LIPA MEDICAL CENTER,13.9411,121.1631,BATANGAS            
ST. GERALD BH BIRTHING HOME,14.0869704,120.6313955,BATANGAS            
HIRAYA WOMEN'S INSTITUTE BIRTHING CENTER,13.8645,121.0041,BATANGAS            
BAUAN RURAL HEALTH UNIT 1 (BIRTHING FACILITY),13.7939587,121.0042391,BATANGAS            
SHIFRA MATERNITY CARE AND LYING-IN CLINIC-BRANCH 3,13.9103965,120.8579472,BATANGAS            
EMMANUEL'S CARING HAND'S BIRTHING CLINIC,14.0722,120.6332,BATANGAS            
SILVA'S MEDICAL CLINIC,14.0834043,121.1518753,BATANGAS            
HOSPITAL DE SAN JUAN BAUTISTA,14.0381,120.6509,BATANGAS            
SAINT VINCENT DE PAUL HOSPITAL,13.7567,121.0584,BATANGAS            
SAN JUAN BIRTHING CLINIC,13.83028,121.40083,BATANGAS            
LIPA CITY HEALTH OFFICE,13.9416478,121.1380734,BATANGAS            
CLARO M RECTO MEMORIAL DISTRICT HOSPITAL,13.9146826,121.0867566,BATANGAS            
CLINICA ANTIPOLO HOSPITAL AND WELLNESS CENTER,13.8746527,120.9709578,BATANGAS            
JNRAL FAMILY CORPORATION HOSPITAL (MANAS MEDICAL CLINIC),14.3669607,120.818727,CAVITE              
DIVINE GRACE MEDICAL CENTER,14.38694,120.88167,CAVITE              
AMOR LYING-IN CLINIC,14.32944,120.93667,CAVITE              
GRACE LA SALLE LYING-IN CLINIC,14.45903,120.92903,CAVITE              
GMF MEDICAL AND LYING-IN CLINIC,14.3274663,120.9358257,CAVITE              
R.P. DIAZ WFMC,14.4011116,120.8422161,CAVITE              
MIRAFLOR R. AMURAO WFMC,14.32944,120.93667,CAVITE              
HEALTH INDEX MEDICAL CLINIC,14.45903,120.92903,CAVITE              
RURAL HEALTH UNIT - BULIHAN,14.2801147,120.99688,CAVITE              
BAUTISTA HOSPITAL,14.47838,120.89041,CAVITE              
VIVIAN GAWARAN RAMIREZ LYING IN CLINIC,14.45903,120.92903,CAVITE              
MDR OB-GYN CLINIC,14.45903,120.92903,CAVITE              
ST. MAZENOD HOSPITAL INC.,14.21567,120.97137,CAVITE              
JAHNNA MATERNITY AND LYING-IN CLINIC,14.3176685,120.9425972,CAVITE              
(CLOSE) OUR LADY OF REMEDIES FAMILY CLINIC,14.45903,120.92903,CAVITE              
IMUS FAMILY HOSPITAL,14.42972,120.93667,CAVITE              
VELAZCO HOSPITAL,14.2316137,120.9757008,CAVITE              
QUEEN'S CROWN LYING-IN,14.45903,120.92903,CAVITE              
FABELLA-NARCISO MEDICAL AND MATERNITY CLINIC,14.32944,120.93667,CAVITE              
STO. NIÑO DE TANZA MEDICAL & DIAGNOSTIC CENTER,14.39834,120.85544,CAVITE              
ACHAAHS LYING IN MATERNITY CLINIC,14.21567,120.97137,CAVITE              
DASMARINAS BAGONG BAYAN MUNICIPAL HOSPITAL,14.32944,120.93667,CAVITE              
VILLA LYING-IN CLINIC,14.32944,120.93667,CAVITE              
MANIPIS LYING IN & MATERNITY CLINIC,14.1582883,120.9579149,CAVITE              
"PRIME GLOBAL CARE MEDICAL CENTER, INC.",30.72408,-87.31414,CAVITE              
TEJERO MEDICAL & MATERNITY CLINIC - MAIN,14.3958316,120.8616391,CAVITE              
TEJERO MEDICAL & MATERNITY CLINIC - BRANCH I,14.3741081,120.8914381,CAVITE              
MOLINO DOCTORS HOSPITAL,14.45903,120.92903,CAVITE              
MINISTRIES WITHOUTH BORDERS PHIL. INC. LYING-IN CLINIC,14.38694,120.88167,CAVITE              
MOTHER CARE MATERNITY CLINIC,14.45903,120.92903,CAVITE              
SOUTH SUPERHIGHWAY SATELLITE HOSPITAL ROSARIO BRANCH,14.41827,120.8577,CAVITE              
A. DELA CRUZ MATERNITY HOSPITAL,14.47838,120.89041,CAVITE              
SILANG MEDICAL LABORATORY,14.2292416,120.9750009,CAVITE              
F.L.T.S. LYING IN CLINIC,14.32944,120.93667,CAVITE              
ABOT KAYA LYING IN CLINIC,14.32944,120.93667,CAVITE              
ROSARIO ERCINAS HERNANDO LYING IN CLINIC,14.1433641,120.8161025,CAVITE              
JOVIE A. HERRERA LYING-IN CLINIC,14.2809438,120.8707556,CAVITE              
ILEM MATERNITY AND LYING-IN CLINIC,14.42972,120.93667,CAVITE              
MOMS TODAY LYING-IN CLINIC,14.3360924,120.9534667,CAVITE              
M.B. PORTO'S LYING-IN CLINIC,14.28323,120.86766,CAVITE              
BIEN P. RENTOY LYING IN CLINIC,14.32944,120.93667,CAVITE              
QUEENS ROW CENTRAL MATERNITY & LYING IN CLINIC,14.45903,120.92903,CAVITE              
FE M. RUIZ LYING-IN CLINIC,14.28323,120.86766,CAVITE              
CLINICA DE MADRE DE DIOS MEDICAL SERVICES,14.363562,120.9823018,CAVITE              
LONG0S-ZAPOTE V LYING-IN CLINIC,14.45903,120.92903,CAVITE              
DRA. OLIVIA SALAMANCA MEMORIAL DISTRICT HOSPITAL,14.48369,120.89878,CAVITE              
GINA GALA  LYING IN,14.2921168,120.9111189,CAVITE              
MAMA MARY MATERNITY LYING-IN CLINIC,14.3520856,120.8598544,CAVITE              
SUSANA'S BIRTHING CLINIC,14.12861,120.90583,CAVITE              
COTONER'S LYING-IN & MATERNITY CLINIC,14.1045379,120.9144885,CAVITE              
LTP LYING-IN CLINIC,14.3220313,120.9568356,CAVITE              
MENDEZ RHU BIRTHING HOME,14.12861,120.90583,CAVITE              
ALFONSO MUNICIPAL HEALTH OFFICE,14.1405507,120.8552866,CAVITE              
SILANG DOCTORS HOSPITAL,14.2204651,120.9734442,CAVITE              
KAWIT KALAYAAN HOSPITAL,14.4129442,120.888604,CAVITE              
BETONIO-BACUÑATA MEDICAL CLINIC INC,14.32944,120.93667,CAVITE              
CARMONA MAIN HEALTH CENTER,14.3133512,121.0568469,CAVITE              
PAGAMUTANG BAYAN NG CARMONA,14.3127904,121.0571013,CAVITE              
ECHO MIDWIFERY SERVICES,14.31812,120.76609,CAVITE              
AMIGA CARE LYING-IN CLINIC,14.3653288,120.9150811,CAVITE              
MARIAHWE LYING-IN CLINIC,14.32944,120.93667,CAVITE              
DASMARIÑAS CHO I LYING IN CLINIC,14.3294592,120.9321226,CAVITE              
EMILIO AGUINALDO COLLEGE MEDICAL CENTER CAVITE,14.32944,120.93667,CAVITE              
VIOLY'S BIRTHING HOME,14.12861,120.90583,CAVITE              
IMUS BIRTHING HOME,14.3545042,120.9234852,CAVITE              
ASIA MEDIC FAMILY HOSPITAL AND MEDICAL CENTER,14.32944,120.93667,CAVITE              
CARSIGMA DISTRICT HOSPITAL,14.29348,121.00336,CAVITE              
SILANG RURAL HEALTH UNIT,14.21567,120.97137,CAVITE              
GREEN DIAMOND LYING IN CLINIC,14.1582883,120.9579149,CAVITE              
R.S. PUNZALAN MULTISPECIALTY AND DIAGNOSTIC CLINIC,14.28323,120.86766,CAVITE              
SACRED HEART OF MARY CLINIC,14.3958316,120.8616391,CAVITE              
MUNICIPAL HEALTH OFFICE - TANZA,14.39834,120.85544,CAVITE              
GINA O. STA. RITA LYING-IN CLINIC,14.45903,120.92903,CAVITE              
CAVITE MEDICAL CENTER,14.4644837,120.8849492,CAVITE              
FAMOUS CARE MEDICAL CLINIC LABORATORY AND DIAGNOSTIC CENTER - GENERAL TRIAS,14.2921985,120.9195792,CAVITE              
FAMOUS CARE MEDICAL CLINIC LABORATORY AND DIAGNOSTIC CENTER - TANZA,14.39834,120.85544,CAVITE              
TAGAYTAY MEDICAL CENTER,14.09532,120.93355,CAVITE              
SAN JOSE HOSPITAL AND MEDICAL CENTER-GMA,14.29348,121.00336,CAVITE              
ROSARIO MATERNITY AND MEDICAL EMERGENCY CLINIC,14.41827,120.8577,CAVITE              
MUZON MATERNITY CARE AND LYING-IN CLINIC,14.21567,120.97137,CAVITE              
JULLIENNE LYING-IN & MATERNITY CLINIC,14.21567,120.97137,CAVITE              
SIBALA'S LYING-IN CLINIC,8.83333,125.11667,CAVITE              
GEN. TRIAS MEDICARE HOSPITAL,14.3567346,120.8814304,CAVITE              
CRISOSTOMO GENERAL HOSPITAL,14.45903,120.92903,CAVITE              
NORMA VIÑAS MATERNITY & LYING-IN CLINIC,14.2837879,120.9613503,CAVITE              
RODIS MATERNAL AND CHILD CARE CLINIC,14.1449347,120.8518227,CAVITE              
GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,14.28323,120.86766,CAVITE              
EB MATERNITY AND FAMILY CLINIC,14.1225787,120.9597419,CAVITE              
INTER-MEDICAL UNIFIED-SYSTEM INC.,14.42972,120.93667,CAVITE              
METRO SOUTH MEDICAL CENTER,14.3534667,120.9818632,CAVITE              
MOM & DAUGHTER LYING-IN CLINIC,14.270612,120.7919224,CAVITE              
JUDILYN D. PASCUAL BIRTHING HOME,14.28323,120.86766,CAVITE              
"RURAL HEALTH UNIT - INDANG, CAVITE",14.2033645,120.8728074,CAVITE              
OUR LADY OF PILLAR MEDICAL CENTER,14.42972,120.93667,CAVITE              
JENNIFER A. MEDILLO LYING-IN CLINIC,14.42972,120.93667,CAVITE              
BABY AND ME MATERNITY & LYING-IN CLINIC,14.45903,120.92903,CAVITE              
MAM MATERNITY LYING-IN AND MEDICAL CLINIC,14.29348,121.00336,CAVITE              
RUBIA-JAVIER MATERNITY CLINIC AND LYING-IN,14.34243,120.83867,CAVITE              
FONSECA'S MATERNITY AND LYING-IN CLINIC,14.4297832,120.8793678,CAVITE              
ELISA C. CONCEPCION LYING-IN CLINIC,14.29348,121.00336,CAVITE              
ST. DOMINIC MEDICAL CENTER,14.45903,120.92903,CAVITE              
CUECO MATERNITY & LYING-IN CLINIC,14.38694,120.88167,CAVITE              
"NAIC DOCTORS HOSPITAL, INC.",14.3155646,120.7690328,CAVITE              
LUCHEL'S MATERNITY AND LYING - IN CLINIC,14.42972,120.93667,CAVITE              
"RURAL HEALTH UNIT - MAGALLANES, CAVITE",14.1878213,120.7575016,CAVITE              
MARAGONDON HEALTH CENTER,14.27671,120.7359984,CAVITE              
NAIC RURAL HEALTH LYING-IN CLINIC,14.31812,120.76609,CAVITE              
APPLE-BLUE STAR LYING IN CLINIC,14.45903,120.92903,CAVITE              
R.N.M'S LYING-IN CLINIC - MOLINO BRANCH,14.45903,120.92903,CAVITE              
RURAL HEALTH UNIT - TERNATE,14.285627,120.718146,CAVITE              
ROWENA M. TOLENTINO MATERNITY LYING-IN CLINIC,0.5,32,CAVITE              
HEAVENLY FATHER MATERNITY LYING-IN CLINIC,47.88453,12.41813,CAVITE              
M.V. SANTIAGO MEDICAL CENTER - FCIE,14.32944,120.93667,CAVITE              
GEONILS MATERNITY & LYING - IN CLINIC,14.42972,120.93667,CAVITE              
CANOSSA HEALTH AND SOCIAL CENTER,14.2705289,120.9968497,CAVITE              
RURAL HEALTH UNIT - AMADEO,14.17056,120.92361,CAVITE              
DE LA SALLE UNIVERSITY MEDICAL CENTER,14.32944,120.93667,CAVITE              
DOLLY'S LYING-IN CLINIC,14.3211719,120.9540431,CAVITE              
NONATO MULTI-SPECIALTY CLINIC AND DIAGNOSTIC CENTER AND LYING-IN,14.28323,120.86766,CAVITE              
UNANG YAKAP LYING-IN CLINIC,14.32944,120.93667,CAVITE              
MY SMART CHOICE MULTI-SPECIALTY AND LYING-IN CLINIC,14.42972,120.93667,CAVITE              
