Name,Latitude,Longitude,Province
BLUE STAR JULIANA P. APIGO,14.4216,121.4463,LAGUNA              
STO. TOMAS MATERNITY & LYING-IN CLINIC,14.34267,121.08071,LAGUNA              
ST. JAMES HOSPITAL INC.,14.28057,121.1208167,LAGUNA              
SAN PABLO DOCTOR'S HOSPITAL,14.0816856,121.3246346,LAGUNA              
VICTORIOUS CHILD MATERNITY AND LYING-IN CLINIC,14.3308574,121.0881993,LAGUNA              
HEALTHSERV LOS BAÑOS MEDICAL CENTER,14.1708262,121.2054173,LAGUNA              
ALABANG MEDICAL CLINIC -BIÑAN BRANCH,14.3381861,121.0820962,LAGUNA              
"SAN PEDRO DOCTORS HOSPITAL, INC.",14.3595,121.0473,LAGUNA              
"RURAL HEALTH UNIT - SANTA MARIA, LAGUNA",14.4650877,121.4229905,LAGUNA              
DR. R. M. REYES MATERNITY CARE AND CLINIC,14.0669728,121.3172576,LAGUNA              
ESTRADA-CANDIDO MATERNITY LYING IN CLINIC,14.0683,121.3256,LAGUNA              
ORING LYING-IN CLINIC,14.1364,121.4165,LAGUNA              
M.C.V. MIDWIFERY SERVICES,14.21756,121.13041,LAGUNA              
ST. FRANCIS MATERNITY CLINIC AND LYING-IN CENTER,14.3595,121.0473,LAGUNA              
CMC LYING-IN CLINIC (CAREFORE MOTHER AND CHILD),14.0683,121.3256,LAGUNA              
CALAUAN-RHU FACILITY,14.145978,121.3140734,LAGUNA              
BALIBAGO POLYCLINIC & HOSPITAL INC.,14.2964801,121.1056626,LAGUNA              
GREEN PASTURE SPECIALISTS CLINIC,14.32413,121.09247,LAGUNA              
LAGUNA DOCTORS HOSPITAL,16.58333,-95.1,LAGUNA              
M. B. EXCONDE WELL FAMILY MIDWIFE CLINIC,14.09151,121.3293615,LAGUNA              
GEN. J. CAILLES MEMORIAL DISTRICT HOSPITAL,14.3835,121.4786,LAGUNA              
"RURAL HEALTH UNIT-PAETE, LAGUNA",14.3647,121.4829,LAGUNA              
"RIZAL RURAL HEALTH UNIT, BIRTHING AND EMERGENCY CLINIC",14.10944,121.3936,LAGUNA              
PEACHY LYING-IN CLINIC,14.0683,121.3256,LAGUNA              
AMBER BIRTHING HOME,14.1783099,121.3376165,LAGUNA              
TABORADA MATERNITY AND LYING-IN CLINIC,14.21756,121.13041,LAGUNA              
ATE ALOY'S PAANAKAN,14.2732,121.4552,LAGUNA              
UNIFIED MIDWIVES MATERNITY CLINIC,14.0672847,121.3181707,LAGUNA              
"RURAL HEALTH UNIT - MABITAC, LAGUNA",14.4227632,121.4279742,LAGUNA              
PROVINCIAL HEALTH OFFICE - LAGUNA PUBLIC HEALTH SERVICES,13.23042,123.53375,LAGUNA              
PANGIL RURAL HEALTH UNIT,14.4022437,121.4676011,LAGUNA              
PAKIL RURAL HEALTH UNIT,14.3835,121.4786,LAGUNA              
LUMBAN RURAL HEALTH UNIT,14.2973,121.4598,LAGUNA              
LPH - NAGCARLAN DISTRICT HOSPITAL,14.1364,121.4165,LAGUNA              
JOPE MATERNITY CLINIC,14.2726,121.1262,LAGUNA              
"STA. CRUZ LAGUNA POLYMEDIC, INC.",16.58333,-95.1,LAGUNA              
FLOR S. DUJALI LYING-IN CLINIC,14.34267,121.08071,LAGUNA              
HOLY ROSARY OF CABUYAO HOSPITAL,14.2726,121.1262,LAGUNA              
FERNANDEZ-BREVA MEDICAL AND DENTAL CLINIC,14.32413,121.09247,LAGUNA              
DR. IRMA V. MANALO CHILDREN'S CLINIC,14.1364,121.4165,LAGUNA              
"IMMACULATE CONCEPTION HOSPITAL, INC.",14.0693303,121.3226768,LAGUNA              
FELIPE-DY LYING-IN MEDICAL CLINIC,14.34267,121.08071,LAGUNA              
GAMEZ HOSPITAL,14.2080277,121.1575073,LAGUNA              
SMMC PAANAKAN,14.0683,121.3256,LAGUNA              
BABY AND I MATERNITY AND LYING-IN CLINIC,14.1364,121.4165,LAGUNA              
STS. FRANCIS & PAUL GENERAL HOSPITAL,14.0683,121.3256,LAGUNA              
CABUYAO 1 - BEMONC FACILITY,14.2726,121.1262,LAGUNA              
TENDER TOUCH LYING IN,14.06391,121.24649,LAGUNA              
BLESSED WOMB LYING-IN AND MATERNITY CLINIC,14.24667,121.11029,LAGUNA              
"CITY HEALTH OFFICE 2 - CABUYAO, LAGUNA",14.246481,121.1300721,LAGUNA              
M MAGNAYE'S BIRTHING HOME,14.3388259,121.0841826,LAGUNA              
ST. BARCHIEL PRIMARY HEALTH CARE CLINIC,14.2726,121.1262,LAGUNA              
LIZA MATERNITY AND LYING-IN CLINIC,14.0683,121.3256,LAGUNA              
SINILOAN PIONEER GENERAL HOSPITAL INC.,14.4216,121.4463,LAGUNA              
SOUTH LUZON MEDICAL AND DIAGNOSTICS - MATERNITY CLINIC,14.3127061,121.1100896,LAGUNA              
SOUTH LUZON MEDICAL AND DIAGNOSTICS - MATERNITY CLINICS,14.3595,121.0473,LAGUNA              
OUR LADY POLYCLINIC AND LYING-IN - 1,14.2726,121.1262,LAGUNA              
OUR LADY POLYCLINIC AND LYING-IN - 2,14.21756,121.13041,LAGUNA              
WELL CARE LYING IN CLINIC,14.21756,121.13041,LAGUNA              
STA MARIA BEMONC FACILITY,14.0625244,121.3426734,LAGUNA              
LSN LYING-IN CLINIC,14.2726,121.1262,LAGUNA              
LUISIANA DISTRICT HOSPITAL,14.1862748,121.5091286,LAGUNA              
GERODIAS MEDICAL SERVICES AND MATERNITY FACILITY,14.3595,121.0473,LAGUNA              
QUIÑONES MEDICAL AND MATERNITY CLINIC,14.2097803,121.160374,LAGUNA              
GREAT MOM'S MATERNITY CLINIC,14.2726,121.1262,LAGUNA              
BABY ON THE WAY MATERNITY CLINIC,14.2869577,121.1300209,LAGUNA              
GAVINO ALVAREZ LYING-IN CENTER,14.3316118,121.0086477,LAGUNA              
SINILOAN RHU,14.4216027,121.4456853,LAGUNA              
THE NEW HAVEN WOMEN'S HEALTH AND BIRTH CENTER,14.21756,121.13041,LAGUNA              
XAVIER MEDICAL AND LYING-INN,14.3682123,121.051518,LAGUNA              
MOMMY CARE MATERNITY AND LYING-IN CLINIC,14.3294091,121.0655163,LAGUNA              
SAN ANTONIO BIRTHING HOME,14.327945,121.0912883,LAGUNA              
LAGUNA HOLY FAMILY HOSPITAL,14.2749696,121.4186707,LAGUNA              
ELLEN PAANAKAN,14.3400006,121.0835094,LAGUNA              
O.V. MATERNITY CLINIC,14.3595,121.0473,LAGUNA              
ROSENIAN MEDICAL AND MATERNITY CLINIC,14.32413,121.09247,LAGUNA              
MADRE Y EL NIÑO MATERNITY AND LYING IN CLINIC,14.21756,121.13041,LAGUNA              
CITY OF CALAMBA BIRTHING FACILITY,14.21756,121.13041,LAGUNA              
SANTIAGO - WFMC,14.3595,121.0473,LAGUNA              
GNM BAHAY PAANAKAN,14.2225417,121.1782357,LAGUNA              
MARFIL'S BIRTHING HOME/LYING-IN CLINIC,14.3388196,121.0778089,LAGUNA              
VIRGINIA P. SILVA - WFMC,14.2350374,121.1518885,LAGUNA              
PAGSANJAN RURAL HEALTH UNIT,14.2652057,121.4343475,LAGUNA              
ALAMINOS (LAGUNA) RURAL HEALTH UNIT,14.06391,121.24649,LAGUNA              
WESTLAKE MEDICAL CENTER,14.3595,121.0473,LAGUNA              
RHU - NAGCARLAN BEMONC FACILITY,14.1388068,121.4178548,LAGUNA              
UNIHEALTH-SOUTHWOODS HOSPITAL AND MEDICAL CENTER,14.34267,121.08071,LAGUNA              
"RURAL HEALTH UNIT - FAMY MATERNAL, WELL BABY AND BIRTHING FACILITY",14.4376,121.4482,LAGUNA              
JCM BAHAY PAANAKAN,14.21756,121.13041,LAGUNA              
"ST. GERARD MOTHER AND CHILD CARE, INC",14.3595,121.0473,LAGUNA              
MAGDALENA RURAL HEALTH UNIT,14.19838,121.4297934,LAGUNA              
VIRGEN DE LA PALOMA  LYING-IN CLINIC,14.2726,121.1262,LAGUNA              
DEL REMEDIO - B BIRTHING FACILITY,14.0683,121.3256,LAGUNA              
STA. ROSA COMMUNITY HOSPITAL,14.32413,121.09247,LAGUNA              
SY MEDICAL CLINIC INC.,14.32413,121.09247,LAGUNA              
MAMI NITA PAANAKAN,14.34267,121.08071,LAGUNA              
SANTA ROSA CHO-I BIRTHING CENTER,45.7196,11.7634,LAGUNA              
V.A.T. TAGLE-DE GUZMAN CHILDREN'S CLINIC,14.0683,121.3256,LAGUNA              
OUR HEALTH CENTER,14.2726,121.1262,LAGUNA              
EVANGELISTA MEDICAL SPECIALTY HOSPITAL,14.3595,121.0473,LAGUNA              
MARY HELP LYING-IN CLINIC,14.21756,121.13041,LAGUNA              
MABITAC BIRTHING CLINIC,14.4259,121.429,LAGUNA              
PAETE GENERAL HOSPITAL,14.3683342,121.4822876,LAGUNA              
SAN PEDRO JOSE L. AMANTE EMERGENCY HOSPITAL,14.3595,121.0473,LAGUNA              
GLOBAL MEDICAL CENTER OF LAGUNA,14.2726,121.1262,LAGUNA              
BERKS EIGHT LYING-IN CLINIC,14.0302098,121.2852782,LAGUNA              
STA. CRUZ RHU BIRTHING HOME (LAGUNA),16.58333,-95.1,LAGUNA              
AMSI DOCTORS' LYING IN CENTER,14.21756,121.13041,LAGUNA              
SANTA MARIA BIRTHING HOME,14.195172,121.1641388,LAGUNA              
ST. MIGZ BIRTHING CLINIC - CALAMBA,14.2141443,121.1372551,LAGUNA              
BIÑAN CITY HEALTH OFFICE II BIRTHING HOME,14.34267,121.08071,LAGUNA              
MHM MATERNITY LYING-IN CLINIC,14.1495856,121.1404522,LAGUNA              
ELIZDAWN MATERNITY CLINIC,14.1839549,121.1072903,LAGUNA              
AIMRAIN LYING-IN CLINIC,14.0480116,121.3422942,LAGUNA              
DR. DINAH BERNARDO MOTHER AND CHILD MATERNITY CLINIC CO. INC.,14.34267,121.08071,LAGUNA              
MERCADO GENERAL HOSPITAL STA. ROSA INC.,14.32413,121.09247,LAGUNA              
EASTERN LAGUNA MEDICAL HOSPITAL,14.4376,121.4482,LAGUNA              
SAFEMOMS AND BABIES,14.305712,121.102415,LAGUNA              
RMDC CHARMED MEDICAL AND LYING-IN CLINIC,14.2156414,121.1722742,LAGUNA              
GLOBAL CARE MEDICAL CENTER OF CANLUBANG INC.,14.21756,121.13041,LAGUNA              
TITA BETH PAANAKAN,14.34267,121.08071,LAGUNA              
RURAL HEALTH UNIT KALAYAAN BIRTHING CLINIC,14.35,121.56667,LAGUNA              
CARDEL MATERNITY AND LYING IN CLINIC,14.21756,121.13041,LAGUNA              
BIRTHRIGHT MEDICAL AND MATERNITY CLINIC,14.32413,121.09247,LAGUNA              
HAPPY LIFE MATERNITY LYING IN CLINIC,14.21756,121.13041,LAGUNA              
HAPPY LIFE MATERNITY LYING IN CLINIC,14.21756,121.13041,LAGUNA              
PILA RURAL HEALTH UNIT,14.2325,121.3648,LAGUNA              
VON-ARAB MATERNITY AND LYING-IN CLINIC,14.2827188,121.0544457,LAGUNA              
PAGSANJAN MEDICAL CLINIC INC. & GENERAL HOSPITAL,14.2690967,121.4449532,LAGUNA              
ATE JONA'S MATERNITY AND LYING IN CLINIC,14.21756,121.13041,LAGUNA              
LOS BAÑOS BIRTHING HOME (RHU I),14.1801455,121.2349204,LAGUNA              
"FIRST CABUYAO HOSPITAL AND MEDICAL CENTER, INC.",14.2726,121.1262,LAGUNA              
GRATEFUL BEGINNINGS MEDICAL CLINIC AND LYING IN,14.21756,121.13041,LAGUNA              
ANGEL CARE BIRTHING HOME CLINIC - LAGUNA,14.2726,121.1262,LAGUNA              
MOTHER IGNACIA MEDICAL AND DIAGNOSTIC CENTER,14.34267,121.08071,LAGUNA              
ESTELLA LYING-IN CLINIC - SAN PEDRO BRANCH (LAGUNA),14.3595,121.0473,LAGUNA              
CITYMEDIC EMERGENCY HOSPITAL CORPORATION,14.32413,121.09247,LAGUNA              
MOM'S MIRACLE MATERNITY CLINIC,14.2726,121.1262,LAGUNA              
HMCMC LYING-IN CLINIC,14.0713699,121.3081403,LAGUNA              
OSPITAL NG CABUYAO,14.2743492,121.1233447,LAGUNA              
MOM'S MATERNITY AND LYING-IN CLINIC,14.17561,121.24786,LAGUNA              
"GLOBAL CARE MEDICAL CENTER OF BAY, INC.",14.18368,121.28554,LAGUNA              
RAMELIN MATERNITY CLINIC,14.35,121.56667,LAGUNA              
CONCEPCION BALAGTAS DICHOSO MATERNITY AND LYING-IN CLINIC,14.21756,121.13041,LAGUNA              
RHU CAVINTI BIRTHING HOME (PAANAKAN),14.2480088,121.5009189,LAGUNA              
MERCADO LYING-IN AND MATERNITY CLINIC,14.34267,121.08071,LAGUNA              
BLESSEDWOMB LYING-IN AND MATERNITY CLINIC - BRANCH 2,14.2726,121.1262,LAGUNA              
ROMULO GLORY WFMC,14.185289,121.5121656,LAGUNA              
EBT LYING-IN CLINIC,14.2973,121.4598,LAGUNA              
NATIVITY BIRTHING HOME,14.061572,121.2683947,LAGUNA              
TINY TOE LYING-IN CLINIC,14.237294,121.1228225,LAGUNA              
MINIMHE LYING IN CLINIC,14.1320314,121.4350077,LAGUNA              
SAINTS BRIGIT AND ROCH MEDICAL LAB AND BIRTHING CENTER,55.95,8.5,LAGUNA              
JAI-AN MATERNITY CLINIC,14.34267,121.08071,LAGUNA              
VICTORIA RURAL HEALTH UNIT (RHU) BIRTHING FACILITY,14.2277,121.3292,LAGUNA              
ST. JUDE FAMILY HOSPITAL - LAGUNA,14.1675836,121.2433369,LAGUNA              
CALAUAN MATERNITY CLINIC,14.14989,121.3152,LAGUNA              
GENESIS LYING-IN CLINIC BRANCH 2,14.4008,121.4685,LAGUNA              
DIVINE MERCY HOSPITAL,14.3595,121.0473,LAGUNA              
ANA WA TOFLEE BIRTHING CLINIC,14.34267,121.08071,LAGUNA              
KANG MATERNITY AND LYING IN CLINIC,55.95,8.5,LAGUNA              
DEL VALLE MATERNITY CLINIC,14.18014,121.33335,LAGUNA              
VER-GEM BIRTHING HOME,14.32413,121.09247,LAGUNA              
EJM LYING-IN CLINIC,14.1581803,121.3077857,LAGUNA              
BARANGAY NIUGAN LYING IN CLINIC,14.2639154,121.1287799,LAGUNA              
AMBER BIRTHING HOME - NAGCARLAN BRANCH,14.1364,121.4165,LAGUNA              
FAMILY CARE HOSPITAL,14.3595,121.0473,LAGUNA              
CITY OF CALAMBA BIRTHING FACILITY - CANLUBANG,14.21756,121.13041,LAGUNA              
ZAB MATERNITY CLINIC,14.06391,121.24649,LAGUNA              
GAVE MATERNITY CLINIC,14.18368,121.28554,LAGUNA              
BUBUKAL HIGHWAY MATERNITY CLINIC INC.,16.58333,-95.1,LAGUNA              
BIRTHCARE MATERNITY CLINIC - LAGUNA,14.24958,121.12935,LAGUNA              
ATE ALOY'S PAANAKAN - PILA BRANCH,14.2325,121.3648,LAGUNA              
PRINCE NAETUS MEDICAL AND MATERNITY CLINIC,14.32413,121.09247,LAGUNA              
ST. MIGZ BIRTHING CLINIC,14.32413,121.09247,LAGUNA              
BUGIG LYING-IN CLINIC,14.367618,121.4013701,LAGUNA              
EJM LYING-IN CLINIC,14.14989,121.3152,LAGUNA              
MAMI NITA PAANAKAN (DELA PAZ),14.34267,121.08071,LAGUNA              
TITA GLO'S PAANAKAN,14.3595,121.0473,LAGUNA              
BLESSEDWOMB LYING-IN AND MATERNITY CLINIC - STA. ROSA CITY,14.32413,121.09247,LAGUNA              
GOOD SAMARITAN MATERNITY CLINIC - CALAMBA BRANCH,14.21756,121.13041,LAGUNA              
CARVAJAL LYING-IN CLINIC,14.32413,121.09247,LAGUNA              
ANGELES LYING-IN CLINIC,14.1364,121.4165,LAGUNA              
SINILOAN INFIRMARY HOSPITAL,14.4216,121.4463,LAGUNA              
CC - DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL,14.1843357,121.1737208,LAGUNA              
AMORGANDA'S LYING-IN CLINIC,14.2726,121.1262,LAGUNA              
FEMM'S LYING-IN CLINIC,14.27324,121.07643,LAGUNA              
MINIMHE LYING-IN CLINIC PILA BRANCH,14.2325,121.3648,LAGUNA              
GRATEFUL BEGINNINGS MEDICAL CLINIC,14.2353546,121.1589716,LAGUNA              
AMSI DOCTORS' MEDICAL CENTER INC.,14.2003739,121.1598995,LAGUNA              
ELLAS BIRTHING HOME,14.2973,121.4598,LAGUNA              
MCG LYING-IN AND BIRTHING CLINIC,14.2814,121.4161,LAGUNA              
JJ BIRTHING HOME,14.4259,121.429,LAGUNA              
EJM LYING IN CLINIC BAY BRANCH,14.1795184,121.275776,LAGUNA              
CABUYAO CITY HOSPITAL,14.2726,121.1262,LAGUNA              
GIFTED HANDS 1 MATERNITY CLINIC,14.2726,121.1262,LAGUNA              
CHRISTIAN GENERAL HOSPITAL,14.2732,121.4552,LAGUNA              
DRM'S MATERNITY CLINIC,14.185,121.5109,LAGUNA              
LAGUNA PROVINCIAL HOSPITAL-BAY DISTRICT HOSPITAL,14.1795184,121.275776,LAGUNA              
OSPITAL NG BIÑAN,14.34267,121.08071,LAGUNA              
UNIVERSITY HEALTH SERVICE - UP LOS BAÑOS,14.15888,121.22907,LAGUNA              
A.O. VILLASEÑOR - WFMC,14.3136408,121.1001034,LAGUNA              
"ST. JOHN MATERNITY LYING-IN & SURGICAL CLINIC, INC",14.2749696,121.4186707,LAGUNA              
RURAL HEALTH UNIT II - LOS BAÑOS,14.1674204,121.2433228,LAGUNA              
SAN JOSE HOSPITAL AND MEDICAL CENTER,14.2093158,121.1228439,LAGUNA              
CH GARCIA MEDICAL AND DIAGNOSTIC CENTER,14.2141443,121.1372551,LAGUNA              
BABY ON THE WAY MATERNITY CLINIC,14.1696476,121.3336526,LAGUNA              
SAN PEDRO DISTRICT HOSPITAL,14.1696476,121.3336526,LAGUNA              
PANLALAWIGAN PAGAMUTAN NG LAGUNA-SAN PABLO,14.0716226,121.3280561,LAGUNA              
STA CRUZ LAGUNA POLYMEDICS INC,14.1696476,121.3336526,LAGUNA              
